DISTRICT,CNTYNAME,COUNTY,DAD_POST,DFLALTED,DFLCHART,DISTNAME,D_RATING,OUTCOME,REGION,asvab_status
"'166904","MILAM","'166","0","N","N","ROCKDALE ISD","B","Meets Requirements","'06"," "
"'166905","MILAM","'166","0","N","N","THORNDALE ISD","B","Meets Requirements","'13"," "
"'166907","MILAM","'166"," ","N","N","BUCKHOLTS ISD","B","Meets Requirements","'12"," "
"'167901","MILLS","'167","0","N","N","GOLDTHWAITE ISD","A","Meets Requirements","'12"," "
"'167902","MILLS","'167"," ","N","N","MULLIN ISD","A","Meets Requirements","'12"," "
"'167904","MILLS","'167"," ","N","N","PRIDDY ISD","B","Meets Requirements","'12"," "
"'168901","MITCHELL","'168","0","N","N","COLORADO ISD","B","Meets Requirements","'14"," "
"'168902","MITCHELL","'168"," ","N","N","LORAINE ISD","B","Meets Requirements","'14"," "
"'168903","MITCHELL","'168"," ","N","N","WESTBROOK ISD","B","Meets Requirements","'14"," "
"'169901","MONTAGUE","'169","0","N","N","BOWIE ISD","B","Needs Assistance","'09"," "
"'169902","MONTAGUE","'169","0","N","N","NOCONA ISD","B","Meets Requirements","'09"," "
"'169906","MONTAGUE","'169"," ","N","N","GOLD BURG ISD","B","Meets Requirements","'09"," "
"'169908","MONTAGUE","'169"," ","N","N","MONTAGUE ISD","A","Meets Requirements","'09"," "
"'169909","MONTAGUE","'169","0","N","N","PRAIRIE VALLEY ISD","A","Meets Requirements","'09"," "
"'169910","MONTAGUE","'169"," ","N","N","FORESTBURG ISD","B","Meets Requirements","'09"," "
"'169911","MONTAGUE","'169","0","N","N","SAINT JO ISD","A","Meets Requirements","'09"," "
"'170801","MONTGOMERY","'170"," ","N","Y","TEXAS SERENITY ACADEMY","Not Rated: Senate Bill 1365","Meets Requirements","'06"," "
"'170902","MONTGOMERY","'170","0","N","N","CONROE ISD","B","Meets Requirements","'06"," "
"'170903","MONTGOMERY","'170","0","N","N","MONTGOMERY ISD","A","Meets Requirements","'06"," "
"'170904","MONTGOMERY","'170","0","N","N","WILLIS ISD","C","Needs Assistance","'06"," "
"'170906","MONTGOMERY","'170","0","N","N","MAGNOLIA ISD","A","Meets Requirements","'06"," "
"'170907","MONTGOMERY","'170","0","N","N","SPLENDORA ISD","B","Needs Assistance","'06"," "
"'170908","MONTGOMERY","'170","0","N","N","NEW CANEY ISD","B","Needs Assistance","'06"," "
"'171901","MOORE","'171","1","N","N","DUMAS ISD","B","Meets Requirements","'16"," "
"'171902","MOORE","'171","0","N","N","SUNRAY COLLEGIATE ISD","A","Meets Requirements","'16"," "
"'172902","MORRIS","'172","0","N","N","DAINGERFIELD-LONE STAR ISD","B","Meets Requirements","'08"," "
"'172905","MORRIS","'172","0","N","N","PEWITT CISD","A","Meets Requirements","'08"," "
"'173901","MOTLEY","'173"," ","N","N","MOTLEY COUNTY ISD","A","Meets Requirements","'17"," "
"'174801","NACOGDOCHES","'174"," ","N","Y","STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL","A","Meets Requirements","'07"," "
"'174901","NACOGDOCHES","'174","0","N","N","CHIRENO ISD","B","Meets Requirements","'07"," "
"'174902","NACOGDOCHES","'174","0","N","N","CUSHING ISD","A","Meets Requirements","'07"," "
"'174903","NACOGDOCHES","'174","0","N","N","GARRISON ISD","B","Meets Requirements","'07"," "
"'174904","NACOGDOCHES","'174","0","N","N","NACOGDOCHES ISD","C","Needs Intervention","'07"," "
"'174906","NACOGDOCHES","'174","0","N","N","WODEN ISD","A","Meets Requirements","'07"," "
"'174908","NACOGDOCHES","'174","1","N","N","CENTRAL HEIGHTS ISD","A","Meets Requirements","'07"," "
"'174909","NACOGDOCHES","'174"," ","N","N","MARTINSVILLE ISD","B","Meets Requirements","'07"," "
"'174910","NACOGDOCHES","'174"," ","N","N","ETOILE ISD","B","Meets Requirements","'07"," "
"'174911","NACOGDOCHES","'174"," ","N","N","DOUGLASS ISD","B","Meets Requirements","'07"," "
"'175902","NAVARRO","'175","0","N","N","BLOOMING GROVE ISD","B","Meets Requirements","'12"," "
"'175903","NAVARRO","'175","0","N","N","CORSICANA ISD","B","Needs Intervention","'12"," "
"'175904","NAVARRO","'175","0","N","N","DAWSON ISD","B","Needs Assistance","'12"," "
"'175905","NAVARRO","'175","0","N","N","FROST ISD","C","Meets Requirements","'12"," "
"'175907","NAVARRO","'175"," ","N","N","KERENS ISD","B","Meets Requirements","'12"," "
"'175910","NAVARRO","'175","0","N","N","MILDRED ISD","B","Meets Requirements","'12"," "
"'175911","NAVARRO","'175","1","N","N","RICE ISD","A","Meets Requirements","'12"," "
"'176901","NEWTON","'176"," ","N","N","BURKEVILLE ISD","B","Meets Requirements","'05"," "
"'176902","NEWTON","'176","0","N","N","NEWTON ISD","B","Meets Requirements","'05"," "
"'176903","NEWTON","'176","0","N","N","DEWEYVILLE ISD","B","Meets Requirements","'05"," "
"'177901","NOLAN","'177","0","N","N","ROSCOE COLLEGIATE ISD","B","Meets Requirements","'14","ASVAB Alternative Test Offered"
"'177902","NOLAN","'177"," ","N","N","SWEETWATER ISD","Not Rated: Data Under Review","Needs Substantial Intervention","'14"," "
"'177903","NOLAN","'177"," ","N","N","BLACKWELL CISD","B","Meets Requirements","'14"," "
"'177905","NOLAN","'177"," ","N","N","HIGHLAND ISD","A","Meets Requirements","'14"," "
"'178801","NUECES","'178"," ","N","Y","DR M L GARZA-GONZALEZ CHARTER SCHOOL","B","Meets Requirements","'02"," "
"'178807","NUECES","'178"," ","N","Y","CORPUS CHRISTI MONTESSORI SCHOOL","Not Rated: Senate Bill 1365","Meets Requirements","'02"," "
"'178808","NUECES","'178"," ","N","Y","SEASHORE CHARTER SCHOOLS","B","Meets Requirements","'02"," "
"'178901","NUECES","'178","0","N","N","AGUA DULCE ISD","B","Meets Requirements","'02"," "
"'178902","NUECES","'178","0","N","N","BISHOP CISD","A","Meets Requirements","'02"," "
"'178903","NUECES","'178","0","N","N","CALALLEN ISD","B","Meets Requirements","'02"," "
"'178904","NUECES","'178","0","N","N","CORPUS CHRISTI ISD","B","Needs Assistance","'02"," "
"'178905","NUECES","'178"," ","N","N","DRISCOLL ISD","B","Meets Requirements","'02"," "
"'178906","NUECES","'178","0","N","N","LONDON ISD","A","Meets Requirements","'02"," "
"'178908","NUECES","'178","1","N","N","PORT ARANSAS ISD","A","Meets Requirements","'02"," "
"'178909","NUECES","'178","0","N","N","ROBSTOWN ISD","B","Needs Assistance","'02"," "
"'178912","NUECES","'178","0","N","N","TULOSO-MIDWAY ISD","B","Meets Requirements","'02"," "
"'178913","NUECES","'178","0","N","N","BANQUETE ISD","A","Meets Requirements","'02"," "
"'178914","NUECES","'178","0","N","N","FLOUR BLUFF ISD","A","Meets Requirements","'02"," "
"'178915","NUECES","'178","0","N","N","WEST OSO ISD","B","Meets Requirements","'02"," "
"'179901","OCHILTREE","'179","1","N","N","PERRYTON ISD","A","Meets Requirements","'16"," "
"'180901","OLDHAM","'180"," ","N","N","BOYS RANCH ISD","Not Rated","Meets Requirements","'16"," "
"'180902","OLDHAM","'180","1","N","N","VEGA ISD","A","Meets Requirements","'16"," "
"'180903","OLDHAM","'180"," ","N","N","ADRIAN ISD","Not Rated: Data Under Review","Meets Requirements","'16"," "
"'180904","OLDHAM","'180"," ","N","N","WILDORADO ISD","B","Meets Requirements","'16"," "
"'181901","ORANGE","'181","0","N","N","BRIDGE CITY ISD","B","Needs Assistance","'05"," "
"'181905","ORANGE","'181","0","N","N","ORANGEFIELD ISD","B","Meets Requirements","'05"," "
"'181906","ORANGE","'181","0","N","N","WEST ORANGE-COVE CISD","B","Needs Assistance","'05"," "
"'181907","ORANGE","'181","0","N","N","VIDOR ISD","B","Needs Assistance","'05"," "
"'181908","ORANGE","'181","0","N","N","LITTLE CYPRESS-MAURICEVILLE CISD","B","Needs Intervention","'05"," "
"'182901","PALO PINTO","'182"," ","N","N","GORDON ISD","B","Meets Requirements","'11"," "
"'182902","PALO PINTO","'182"," ","N","N","GRAFORD ISD","B","Meets Requirements","'11"," "
"'182903","PALO PINTO","'182","0","N","N","MINERAL WELLS ISD","B","Needs Assistance","'11"," "
"'182904","PALO PINTO","'182","1","N","N","SANTO ISD","A","Meets Requirements","'11"," "
"'182905","PALO PINTO","'182"," ","N","N","STRAWN ISD","B","Meets Requirements","'11"," "
"'182906","PALO PINTO","'182"," ","N","N","PALO PINTO ISD","A","Meets Requirements","'11"," "
"'183801","PANOLA","'183","0","N","Y","PANOLA CHARTER SCHOOL","B","Meets Requirements","'07"," "
"'183901","PANOLA","'183","0","N","N","BECKVILLE ISD","A","Meets Requirements","'07"," "
"'183902","PANOLA","'183","0","N","N","CARTHAGE ISD","B","Needs Assistance","'07"," "
"'183904","PANOLA","'183"," ","N","N","GARY ISD","B","Meets Requirements","'07"," "
"'184801","PARKER","'184"," ","Y","Y","CROSSTIMBERS ACADEMY","A","Meets Requirements","'11"," "
"'184901","PARKER","'184","0","N","N","POOLVILLE ISD","B","Meets Requirements","'11"," "
"'184902","PARKER","'184","0","N","N","SPRINGTOWN ISD","C","Needs Assistance","'11"," "
"'184903","PARKER","'184","0","N","N","WEATHERFORD ISD","B","Meets Requirements","'11"," "
"'184904","PARKER","'184","0","N","N","MILLSAP ISD","A","Meets Requirements","'11"," "
"'184907","PARKER","'184","0","N","N","ALEDO ISD","A","Meets Requirements","'11"," "
"'184908","PARKER","'184","0","N","N","PEASTER ISD","B","Meets Requirements","'11"," "
"'184909","PARKER","'184","0","N","N","BROCK ISD","A","Meets Requirements","'11"," "
"'184911","PARKER","'184"," ","N","N","GARNER ISD","B","Meets Requirements","'11"," "
"'185901","PARMER","'185","0","N","N","BOVINA ISD","A","Meets Requirements","'16"," "
"'185902","PARMER","'185","1","N","N","FARWELL ISD","B","Meets Requirements","'16"," "
"'185903","PARMER","'185","0","N","N","FRIONA ISD","B","Meets Requirements","'16"," "
"'185904","PARMER","'185"," ","N","N","LAZBUDDIE ISD","B","Meets Requirements","'16"," "
"'186901","PECOS","'186"," ","N","N","BUENA VISTA ISD","B","Meets Requirements","'18"," "
"'186902","PECOS","'186","0","N","N","FORT STOCKTON ISD","B","Meets Requirements","'18"," "
"'186903","PECOS","'186","0","N","N","IRAAN-SHEFFIELD ISD","B","Meets Requirements","'18"," "
"'187901","POLK","'187"," ","N","N","BIG SANDY ISD","B","Meets Requirements","'06"," "
"'187903","POLK","'187","0","N","N","GOODRICH ISD","C","Meets Requirements","'06"," "
"'187904","POLK","'187","0","N","N","CORRIGAN-CAMDEN ISD","A","Meets Requirements","'06"," "
"'187906","POLK","'187","0","N","N","LEGGETT ISD","B","Meets Requirements","'06"," "
"'187907","POLK","'187","0","N","N","LIVINGSTON ISD","B","Needs Assistance","'06"," "
"'187910","POLK","'187","0","N","N","ONALASKA ISD","B","Meets Requirements","'06"," "
"'188901","POTTER","'188","0","N","N","AMARILLO ISD","B","Needs Assistance","'16"," "
"'188902","POTTER","'188","0","N","N","RIVER ROAD ISD","B","Meets Requirements","'16"," "
"'188903","POTTER","'188","0","N","N","HIGHLAND PARK ISD","A","Meets Requirements","'16"," "
"'188904","POTTER","'188","0","N","N","BUSHLAND ISD","A","Meets Requirements","'16"," "
"'189901","PRESIDIO","'189"," ","N","N","MARFA ISD","B","Meets Requirements","'18"," "
"'189902","PRESIDIO","'189","0","N","N","PRESIDIO ISD","B","Meets Requirements","'18"," "
"'190903","RAINS","'190","0","N","N","RAINS ISD","C","Needs Assistance","'07"," "
"'191901","RANDALL","'191","0","N","N","CANYON ISD","A","Meets Requirements","'16"," "
"'192901","REAGAN","'192","0","N","N","REAGAN COUNTY ISD","B","Meets Requirements","'18"," "
"'193801","REAL","'193"," ","N","Y","BIG SPRINGS CHARTER SCHOOL","Not Rated: Senate Bill 1365","Meets Requirements","'20"," "
"'193902","REAL","'193"," ","N","N","LEAKEY ISD","B","Meets Requirements","'20"," "
"'194902","RED RIVER","'194","0","N","N","AVERY ISD","A","Meets Requirements","'08"," "
"'194903","RED RIVER","'194","0","N","N","RIVERCREST ISD","A","Meets Requirements","'08"," "
"'194904","RED RIVER","'194","0","N","N","CLARKSVILLE ISD","C","Meets Requirements","'08"," "
"'194905","RED RIVER","'194","0","N","N","DETROIT ISD","B","Meets Requirements","'08"," "
"'195901","REEVES","'195","0","N","N","PECOS-BARSTOW-TOYAH ISD","B","Needs Assistance","'18"," "
"'195902","REEVES","'195"," ","N","N","BALMORHEA ISD","B","Meets Requirements","'18"," "
"'196901","REFUGIO","'196","0","N","N","AUSTWELL-TIVOLI ISD","B","Meets Requirements","'03"," "
"'196902","REFUGIO","'196","0","N","N","WOODSBORO ISD","B","Meets Requirements","'03"," "
"'196903","REFUGIO","'196","0","N","N","REFUGIO ISD","B","Meets Requirements","'03"," "
"'197902","ROBERTS","'197"," ","N","N","MIAMI ISD","A","Meets Requirements","'16"," "
"'198901","ROBERTSON","'198","0","N","N","BREMOND ISD","B","Meets Requirements","'06"," "
"'198902","ROBERTSON","'198"," ","N","N","CALVERT ISD","B","Meets Requirements","'06"," "
"'198903","ROBERTSON","'198","1","N","N","FRANKLIN ISD","A","Meets Requirements","'06"," "
"'198905","ROBERTSON","'198","0","N","N","HEARNE ISD","B","Needs Assistance","'06"," "
"'198906","ROBERTSON","'198","1","N","N","MUMFORD ISD","B","Meets Requirements","'06"," "
"'199901","ROCKWALL","'199","0","N","N","ROCKWALL ISD","A","Meets Requirements","'10"," "
"'199902","ROCKWALL","'199","0","N","N","ROYSE CITY ISD","A","Meets Requirements","'10"," "
"'200901","RUNNELS","'200","0","N","N","BALLINGER ISD","C","Meets Requirements","'15"," "
"'200902","RUNNELS","'200","1","N","N","MILES ISD","A","Meets Requirements","'15"," "
"'200904","RUNNELS","'200","1","N","N","WINTERS ISD","A","Meets Requirements","'15"," "
"'200906","RUNNELS","'200"," ","N","N","OLFEN ISD","A","Meets Requirements","'15"," "
"'201902","RUSK","'201","0","N","N","HENDERSON ISD","Not Rated: Senate Bill 1365","Needs Intervention","'07"," "
"'201903","RUSK","'201"," ","N","N","LANEVILLE ISD","Not Rated: Data Under Review","Meets Requirements","'07"," "
"'201904","RUSK","'201","0","N","N","LEVERETTS CHAPEL ISD","A","Meets Requirements","'07"," "
"'201907","RUSK","'201","1","N","N","MOUNT ENTERPRISE ISD","B","Meets Requirements","'07"," "
"'201908","RUSK","'201","0","N","N","OVERTON ISD","B","Meets Requirements","'07"," "
"'201910","RUSK","'201","0","N","N","TATUM ISD","B","Meets Requirements","'07"," "
"'201913","RUSK","'201"," ","N","N","CARLISLE ISD","B","Meets Requirements","'07"," "
"'201914","RUSK","'201","0","N","N","WEST RUSK COUNTY CONSOLIDATED ISD","B","Meets Requirements","'07"," "
"'202903","SABINE","'202","0","N","N","HEMPHILL ISD","B","Meets Requirements","'07"," "
"'202905","SABINE","'202","0","N","N","WEST SABINE ISD","B","Meets Requirements","'07"," "
"'203901","SAN AUGUSTINE","'203","0","N","N","SAN AUGUSTINE ISD","C","Needs Assistance","'07"," "
"'203902","SAN AUGUSTINE","'203","1","N","N","BROADDUS ISD","A","Meets Requirements","'07"," "
"'204901","SAN JACINTO","'204","0","N","N","COLDSPRING-OAKHURST CISD","Not Rated: Senate Bill 1365","Needs Assistance","'06"," "
"'204904","SAN JACINTO","'204","0","N","N","SHEPHERD ISD","B","Needs Assistance","'06"," "
"'205901","SAN PATRICIO","'205","0","N","N","ARANSAS PASS ISD","C","Meets Requirements","'02"," "
"'205902","SAN PATRICIO","'205","0","N","N","GREGORY-PORTLAND ISD","B","Needs Assistance","'02"," "
"'205903","SAN PATRICIO","'205","1","N","N","INGLESIDE ISD","B","Meets Requirements","'02"," "
"'205904","SAN PATRICIO","'205","0","N","N","MATHIS ISD","B","Meets Requirements","'02"," "
"'205905","SAN PATRICIO","'205","0","N","N","ODEM-EDROY ISD","B","Meets Requirements","'02"," "
"'205906","SAN PATRICIO","'205","0","N","N","SINTON ISD","A","Needs Assistance","'02"," "
"'205907","SAN PATRICIO","'205","0","N","N","TAFT ISD","B","Meets Requirements","'02"," "
"'206901","SAN SABA","'206","0","N","N","SAN SABA ISD","B","Meets Requirements","'15"," "
"'206902","SAN SABA","'206"," ","N","N","RICHLAND SPRINGS ISD","B","Meets Requirements","'15"," "
"'206903","SAN SABA","'206"," ","N","N","CHEROKEE ISD","B","Meets Requirements","'15"," "
"'207901","SCHLEICHER","'207","0","N","N","SCHLEICHER ISD","A","Meets Requirements","'15"," "
"'208901","SCURRY","'208"," ","N","N","HERMLEIGH ISD","C","Meets Requirements","'14"," "
"'208902","SCURRY","'208"," ","N","N","SNYDER ISD","Not Rated: Data Under Review","Meets Requirements","'14"," "
"'208903","SCURRY","'208"," ","N","N","IRA ISD","A","Meets Requirements","'14"," "
"'209901","SHACKELFORD","'209","0","N","N","ALBANY ISD","B","Meets Requirements","'14"," "
"'209902","SHACKELFORD","'209"," ","N","N","MORAN ISD","C","Meets Requirements","'14"," "
"'210901","SHELBY","'210","0","N","N","CENTER ISD","A","Needs Assistance","'07"," "
"'210902","SHELBY","'210","0","N","N","JOAQUIN ISD","A","Meets Requirements","'07"," "
"'210903","SHELBY","'210"," ","N","N","SHELBYVILLE ISD","A","Meets Requirements","'07"," "
"'210904","SHELBY","'210"," ","N","N","TENAHA ISD","A","Meets Requirements","'07"," "
"'210905","SHELBY","'210"," ","N","N","TIMPSON ISD","B","Meets Requirements","'07"," "
"'210906","SHELBY","'210"," ","N","N","EXCELSIOR ISD","C","Meets Requirements","'07"," "
"'211901","SHERMAN","'211"," ","N","N","TEXHOMA ISD","A","Meets Requirements","'16"," "
"'211902","SHERMAN","'211","0","N","N","STRATFORD ISD","B","Meets Requirements","'16"," "
"'212801","SMITH","'212","0","N","Y","CUMBERLAND ACADEMY","B","Needs Assistance","'07"," "
"'212804","SMITH","'212","1","N","Y","UT TYLER UNIVERSITY ACADEMY","A","Meets Requirements","'07"," "
"'212901","SMITH","'212","0","N","N","ARP ISD","B","Meets Requirements","'07"," "
"'212902","SMITH","'212","0","N","N","BULLARD ISD","A","Meets Requirements","'07"," "
"'212903","SMITH","'212","1","N","N","LINDALE ISD","A","Meets Requirements","'07"," "
"'212904","SMITH","'212","1","N","N","TROUP ISD","A","Meets Requirements","'07"," "
"'212905","SMITH","'212","0","N","N","TYLER ISD","B","Needs Assistance","'07"," "
"'212906","SMITH","'212","1","N","N","WHITEHOUSE ISD","A","Meets Requirements","'07","ASVAB Test not Offered"
"'212909","SMITH","'212","0","N","N","CHAPEL HILL ISD","B","Needs Intervention","'07"," "
"'212910","SMITH","'212","1","N","N","WINONA ISD","B","Needs Assistance","'07"," "
"'213801","SOMERVELL","'213"," ","Y","Y","BRAZOS RIVER CHARTER SCHOOL","B","Meets Requirements","'11"," "
"'213901","SOMERVELL","'213","0","N","N","GLEN ROSE ISD","A","Meets Requirements","'11"," "
"'214901","STARR","'214","0","N","N","RIO GRANDE CITY GRULLA ISD","A","Needs Assistance","'01"," "
"'214902","STARR","'214","0","N","N","SAN ISIDRO ISD","B","Meets Requirements","'01"," "
"'214903","STARR","'214","1","N","N","ROMA ISD","A","Needs Assistance","'01"," "
"'215901","STEPHENS","'215","0","N","N","BRECKENRIDGE ISD","B","Meets Requirements","'14"," "
"'216901","STERLING","'216","1","N","N","STERLING CITY ISD","A","Meets Requirements","'15"," "
"'217901","STONEWALL","'217","0","N","N","ASPERMONT ISD","A","Meets Requirements","'14"," "
"'218901","SUTTON","'218","0","N","N","SONORA ISD","A","Meets Requirements","'15"," "
"'219901","SWISHER","'219","1","N","N","HAPPY ISD","A","Meets Requirements","'16"," "
"'219903","SWISHER","'219","0","N","N","TULIA ISD","C","Meets Requirements","'16"," "
"'219905","SWISHER","'219","0","N","N","KRESS ISD","B","Meets Requirements","'16"," "
"'220801","TARRANT","'220"," ","N","Y","TREETOPS SCHOOL INTERNATIONAL","A","Meets Requirements","'11","ASVAB Test not Offered"
"'220802","TARRANT","'220"," ","N","Y","ARLINGTON CLASSICS ACADEMY","A","Meets Requirements","'11"," "
"'220809","TARRANT","'220","0","N","Y","FORT WORTH ACADEMY OF FINE ARTS","A","Meets Requirements","'11","ASVAB Test not Offered"
"'220810","TARRANT","'220"," ","N","Y","WESTLAKE ACADEMY CHARTER SCHOOL","A","Meets Requirements","'11","ASVAB Test not Offered"
"'220811","TARRANT","'220"," ","N","Y","EAST FORT WORTH MONTESSORI ACADEMY","C","Meets Requirements","'11"," "
"'220814","TARRANT","'220"," ","N","Y","TEXAS SCHOOL OF THE ARTS","B","Meets Requirements","'11"," "
"'220815","TARRANT","'220"," ","N","Y","CHAPEL HILL ACADEMY","C","Meets Requirements","'11"," "
"'220817","TARRANT","'220","0","N","Y","NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON","B","Needs Assistance","'11"," "
"'220819","TARRANT","'220","0","N","Y","HIGH POINT ACADEMY","A","Meets Requirements","'11","ASVAB Test not Offered"
"'220901","TARRANT","'220","0","N","N","ARLINGTON ISD","B","Needs Intervention","'11"," "
"'220902","TARRANT","'220","0","N","N","BIRDVILLE ISD","B","Needs Assistance","'11"," "
"'220904","TARRANT","'220"," ","N","N","EVERMAN ISD","Not Rated: Data Under Review","Needs Assistance","'11"," "
"'220905","TARRANT","'220","0","N","N","FORT WORTH ISD","B","Needs Intervention","'11"," "
"'220906","TARRANT","'220","0","N","N","GRAPEVINE-COLLEYVILLE ISD","A","Meets Requirements","'11"," "
"'220907","TARRANT","'220","0","N","N","KELLER ISD","B","Needs Assistance","'11"," "
"'220908","TARRANT","'220","0","N","N","MANSFIELD ISD","B","Meets Requirements","'11"," "
"'220910","TARRANT","'220","0","N","N","LAKE WORTH ISD","Not Rated: Senate Bill 1365","Needs Substantial Intervention","'11"," "
"'220912","TARRANT","'220","0","N","N","CROWLEY ISD","B","Needs Assistance","'11"," "
"'220914","TARRANT","'220","0","N","N","KENNEDALE ISD","B","Needs Assistance","'11"," "
"'220915","TARRANT","'220","0","N","N","AZLE ISD","B","Needs Assistance","'11"," "
"'220916","TARRANT","'220","1","N","N","HURST-EULESS-BEDFORD ISD","A","Meets Requirements","'11"," "
"'220917","TARRANT","'220","0","N","N","CASTLEBERRY ISD","B","Needs Assistance","'11"," "
"'220918","TARRANT","'220","0","N","N","EAGLE MT-SAGINAW ISD","B","Meets Requirements","'11"," "
"'220919","TARRANT","'220","1","N","N","CARROLL ISD","A","Meets Requirements","'11"," "
"'220920","TARRANT","'220","0","N","N","WHITE SETTLEMENT ISD","B","Needs Assistance","'11"," "
"'221801","TAYLOR","'221","0","N","Y","TEXAS COLLEGE PREPARATORY ACADEMIES","B","Meets Requirements","'14","ASVAB Alternative Test Offered"
"'221901","TAYLOR","'221","0","N","N","ABILENE ISD","C","Needs Assistance","'14"," "
"'221904","TAYLOR","'221","0","N","N","MERKEL ISD","B","Meets Requirements","'14"," "
"'221905","TAYLOR","'221"," ","N","N","TRENT ISD","B","Meets Requirements","'14"," "
"'221911","TAYLOR","'221","0","N","N","JIM NED CISD","A","Meets Requirements","'14"," "
"'221912","TAYLOR","'221","0","N","N","WYLIE ISD","A","Meets Requirements","'14"," "
"'222901","TERRELL","'222"," ","N","N","TERRELL COUNTY ISD","A","Meets Requirements","'18"," "
"'223901","TERRY","'223","0","N","N","BROWNFIELD ISD","B","Needs Intervention","'17"," "
"'223902","TERRY","'223"," ","N","N","MEADOW ISD","B","Meets Requirements","'17"," "
"'223904","TERRY","'223"," ","N","N","WELLMAN-UNION CISD","A","Meets Requirements","'17"," "
"'224901","THROCKMORTON","'224"," ","N","N","THROCKMORTON COLLEGIATE ISD","B","Meets Requirements","'14"," "
"'224902","THROCKMORTON","'224"," ","N","N","WOODSON ISD","Not Rated: Data Under Review","Meets Requirements","'09"," "
"'225902","TITUS","'225","0","N","N","MOUNT PLEASANT ISD","B","Meets Requirements","'08"," "
"'225906","TITUS","'225"," ","N","N","CHAPEL HILL ISD","Not Rated: Data Under Review","Meets Requirements","'08"," "
"'225907","TITUS","'225"," ","N","N","HARTS BLUFF ISD","C","Meets Requirements","'08"," "
"'226801","TOM GREEN","'226","0","N","Y","TEXAS LEADERSHIP PUBLIC SCHOOLS","B","Needs Assistance","'15"," "
"'226901","TOM GREEN","'226","0","N","N","CHRISTOVAL ISD","A","Meets Requirements","'15"," "
"'226903","TOM GREEN","'226","0","N","N","SAN ANGELO ISD","B","Needs Intervention","'15"," "
"'226905","TOM GREEN","'226","0","N","N","WATER VALLEY ISD","B","Meets Requirements","'15"," "
"'226906","TOM GREEN","'226","1","N","N","WALL ISD","A","Meets Requirements","'15"," "
"'226907","TOM GREEN","'226","0","N","N","GRAPE CREEK ISD","B","Meets Requirements","'15"," "
"'226908","TOM GREEN","'226","0","N","N","VERIBEST ISD","B","Meets Requirements","'15"," "
"'227506","TRAVIS","'227"," ","N","N","UNIVERSITY OF TEXAS AT AUSTIN H S","B","Meets Requirements","'13","ASVAB Test not Offered"
"'227803","TRAVIS","'227","0","N","Y","WAYSIDE SCHOOLS","B","Needs Assistance","'13"," "
"'227804","TRAVIS","'227","0","N","Y","NYOS CHARTER SCHOOL","B","Meets Requirements","'13"," "
"'227805","TRAVIS","'227","0","N","Y","TEXAS EMPOWERMENT ACADEMY","B","Meets Requirements","'13"," "
"'227806","TRAVIS","'227"," ","Y","Y","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","B","Needs Assistance","'13"," "
"'227814","TRAVIS","'227"," ","N","Y","CHAPARRAL STAR ACADEMY","A","Meets Requirements","'13"," "
"'227816","TRAVIS","'227","0","N","Y","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS","B","Meets Requirements","'13"," "
"'227817","TRAVIS","'227","0","N","Y","CEDARS INTERNATIONAL ACADEMY","A","Meets Requirements","'13","ASVAB Test not Offered"
"'227819","TRAVIS","'227"," ","N","Y","UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL","B","Meets Requirements","'13"," "
"'227820","TRAVIS","'227","0","N","Y","KIPP TEXAS PUBLIC SCHOOLS","B","Needs Assistance","'04","ASVAB Alternative Test Offered"
"'227821","TRAVIS","'227"," ","N","Y","AUSTIN DISCOVERY SCHOOL","C","Meets Requirements","'13"," "
"'227824","TRAVIS","'227","0","N","Y","VALERE PUBLIC SCHOOLS","B","Meets Requirements","'13","ASVAB Test not Offered"
"'227825","TRAVIS","'227","0","N","Y","AUSTIN ACHIEVE PUBLIC SCHOOLS","B","Needs Assistance","'13"," "
"'227826","TRAVIS","'227"," ","N","Y","MONTESSORI FOR ALL","C","Meets Requirements","'13"," "
"'227827","TRAVIS","'227"," ","Y","Y","THE EXCEL CENTER - FOR ADULTS","Not Rated","Meets Requirements","'13"," "
"'227829","TRAVIS","'227"," ","N","Y","VALOR PUBLIC SCHOOLS","A","Meets Requirements","'13","ASVAB Test not Offered"
"'227901","TRAVIS","'227","0","N","N","AUSTIN ISD","B","Needs Assistance","'13"," "
"'227904","TRAVIS","'227","0","N","N","PFLUGERVILLE ISD","B","Needs Assistance","'13"," "
"'227907","TRAVIS","'227","0","N","N","MANOR ISD","C","Needs Intervention","'13"," "
"'227909","TRAVIS","'227","0","N","N","EANES ISD","A","Meets Requirements","'13"," "
"'227910","TRAVIS","'227","0","N","N","DEL VALLE ISD","B","Needs Intervention","'13"," "
"'227912","TRAVIS","'227","0","N","N","LAGO VISTA ISD","B","Meets Requirements","'13"," "
"'227913","TRAVIS","'227","0","N","N","LAKE TRAVIS ISD","B","Meets Requirements","'13"," "
"'228901","TRINITY","'228","0","N","N","GROVETON ISD","B","Meets Requirements","'06"," "
"'228903","TRINITY","'228","0","N","N","TRINITY ISD","C","Meets Requirements","'06"," "
